,time,open,high,low,close
155,2017-01-19,3.89,3.96,3.83,3.88
156,2017-01-20,3.89,3.95,3.86,3.88
157,2017-01-21,3.88,3.93,3.88,3.93
158,2017-01-22,3.91,3.97,3.85,3.85
159,2017-01-23,3.86,3.92,3.83,3.85
160,2017-01-24,3.84,3.89,3.77,3.77
161,2017-01-25,3.76,3.82,3.65,3.68
162,2017-01-26,3.68,3.98,3.68,3.87
163,2017-01-27,3.85,3.96,3.79,3.92
164,2017-01-28,3.91,3.92,3.85,3.87
165,2017-01-29,3.87,3.9,3.84,3.87
166,2017-01-30,3.88,4.08,3.83,4.05
167,2017-01-31,4.06,4.19,4.02,4.1
168,2017-02-01,4.1,4.15,3.95,4.01
169,2017-02-02,4.06,4.11,3.97,4.09
170,2017-02-03,4.09,4.12,3.91,4.03
171,2017-02-04,4.04,4.06,3.94,4.02
172,2017-02-05,4.02,4.03,3.91,3.96
173,2017-02-06,3.97,4.02,3.94,3.97
174,2017-02-07,4.0,4.02,3.94,4.0
175,2017-02-08,3.98,4.06,3.91,3.96
176,2017-02-09,3.96,3.99,3.62,3.76
177,2017-02-10,3.77,3.89,3.7,3.81
178,2017-02-11,3.83,3.88,3.82,3.84
179,2017-02-12,3.84,3.85,3.77,3.77
180,2017-02-13,3.78,3.83,3.74,3.77
181,2017-02-14,3.78,3.82,3.76,3.81
182,2017-02-15,3.8,3.91,3.8,3.89
183,2017-02-16,3.89,3.92,3.85,3.87
184,2017-02-17,3.89,3.95,3.85,3.91
185,2017-02-18,3.93,3.94,3.86,3.86
186,2017-02-19,3.86,3.86,3.76,3.81
187,2017-02-20,3.81,3.85,3.76,3.76
188,2017-02-21,3.78,3.89,3.76,3.86
189,2017-02-22,3.86,3.93,3.85,3.9
190,2017-02-23,3.89,3.94,3.89,3.93
191,2017-02-24,3.93,4.0,3.79,3.92
192,2017-02-25,3.93,3.98,3.83,3.91
193,2017-02-26,3.9,3.93,3.84,3.91
194,2017-02-27,3.91,3.93,3.85,3.87
195,2017-02-28,3.87,3.94,3.81,3.85
196,2017-03-01,3.85,3.95,3.8,3.9
197,2017-03-02,3.9,4.29,3.8,4.09
198,2017-03-03,4.05,4.5,4.01,4.1
199,2017-03-04,4.07,4.14,3.88,4.0
200,2017-03-05,4.01,4.04,3.94,4.01
201,2017-03-06,4.0,4.09,3.85,4.09
202,2017-03-07,4.03,4.26,3.9,3.98
203,2017-03-08,4.0,4.02,3.83,3.85
204,2017-03-09,3.85,3.95,3.83,3.9
205,2017-03-10,3.9,4.1,3.7,3.76
206,2017-03-11,3.77,3.95,3.72,3.82
207,2017-03-12,3.82,3.95,3.82,3.93
208,2017-03-13,3.93,4.59,3.89,4.35
209,2017-03-14,4.38,4.43,4.14,4.18
210,2017-03-15,4.19,4.45,4.1,4.36
211,2017-03-16,4.33,4.61,4.22,4.32
212,2017-03-17,4.31,4.35,4.0,4.14
213,2017-03-18,4.14,4.43,3.69,3.96
214,2017-03-19,3.96,4.15,3.85,3.99
215,2017-03-20,3.91,4.2,3.85,4.08
216,2017-03-21,4.08,4.2,3.95,4.04
217,2017-03-22,4.05,4.05,3.81,3.9
218,2017-03-23,3.91,4.03,3.9,3.98
219,2017-03-24,3.96,4.27,3.93,4.21
220,2017-03-25,4.2,4.5,3.97,4.09
221,2017-03-26,4.09,4.12,4.04,4.1
222,2017-03-27,4.1,4.19,4.03,4.09
223,2017-03-28,4.08,4.22,4.07,4.19
224,2017-03-29,4.2,4.5,4.12,4.34
225,2017-03-30,4.33,9.9,4.26,7.51
226,2017-03-31,7.56,7.9,5.75,7.17
227,2017-04-01,7.17,7.68,6.65,7.59
228,2017-04-02,7.56,8.88,7.03,8.19
229,2017-04-03,8.19,9.5,7.5,8.44
230,2017-04-04,8.43,9.78,8.35,9.21
231,2017-04-05,9.23,13.2,8.88,12.8
232,2017-04-06,12.8,13.75,9.7,10.72
233,2017-04-07,10.72,11.39,9.39,10.15
234,2017-04-08,10.16,11.39,9.83,10.88
235,2017-04-09,10.86,10.99,8.57,9.32
236,2017-04-10,9.36,10.12,8.89,9.87
237,2017-04-11,9.89,10.35,9.45,9.65
238,2017-04-12,9.66,12.23,9.66,11.72
239,2017-04-13,11.72,11.8,10.63,11.15
240,2017-04-14,11.15,11.84,11.03,11.63
241,2017-04-15,11.64,12.14,11.34,11.71
242,2017-04-16,11.99,11.99,10.46,11.7
243,2017-04-17,11.7,12.6,11.5,11.57
244,2017-04-18,11.6,11.73,10.27,10.82
245,2017-04-19,10.82,11.0,10.01,10.2
246,2017-04-20,10.19,11.4,10.15,10.93
247,2017-04-21,10.93,12.45,10.85,12.01
248,2017-04-22,12.05,16.0,12.0,14.04
249,2017-04-23,14.04,16.0,14.01,15.48
250,2017-04-24,15.41,15.52,14.3,14.99
251,2017-04-25,14.98,15.73,14.51,15.56
252,2017-04-26,15.59,16.17,14.69,15.0
253,2017-04-27,15.0,15.51,13.47,14.9
254,2017-04-28,14.91,15.12,14.5,14.87
255,2017-04-29,14.87,16.22,14.5,16.21
256,2017-04-30,16.21,16.74,15.8,16.27
257,2017-05-01,16.26,17.3,15.55,16.08
258,2017-05-02,16.08,16.62,15.5,16.18
259,2017-05-03,16.18,36.0,15.99,22.04
260,2017-05-04,21.98,29.75,21.75,24.18
261,2017-05-05,24.16,28.69,23.83,26.94
262,2017-05-06,26.93,28.88,26.01,28.8
263,2017-05-07,28.8,32.3,28.29,30.69
264,2017-05-08,30.69,30.92,28.04,29.0
265,2017-05-09,29.0,32.0,22.67,31.4
266,2017-05-10,31.44,38.91,30.01,33.4
267,2017-05-11,33.4,33.78,28.31,30.32
268,2017-05-12,30.31,31.59,25.06,28.35
269,2017-05-13,28.31,28.59,25.04,28.41
270,2017-05-14,28.4,30.6,27.75,28.49
271,2017-05-15,28.49,29.11,25.27,25.95
272,2017-05-16,25.94,26.01,21.0,23.89
273,2017-05-17,23.89,26.5,20.31,24.32
274,2017-05-18,24.32,29.41,24.15,28.79
275,2017-05-19,28.78,28.92,26.32,26.67
276,2017-05-20,26.67,27.98,26.67,27.38
277,2017-05-21,27.4,28.68,25.44,26.23
278,2017-05-22,26.25,26.99,22.5,24.48
279,2017-05-23,24.33,31.78,23.33,30.2
280,2017-05-24,30.2,35.88,30.18,34.08
281,2017-05-25,34.08,35.5,25.26,30.99
282,2017-05-26,30.98,32.0,24.31,25.92
283,2017-05-27,26.03,26.96,19.08,23.51
284,2017-05-28,23.5,26.95,23.06,24.39
285,2017-05-29,24.39,26.72,23.68,25.82
286,2017-05-30,25.86,26.5,23.52,23.94
287,2017-05-31,23.93,26.22,23.5,25.97
288,2017-06-01,25.95,29.94,25.61,27.02
289,2017-06-02,27.03,28.95,26.56,27.8
290,2017-06-03,27.79,28.3,26.79,27.72
291,2017-06-04,27.75,27.9,26.79,27.6
292,2017-06-05,27.6,31.8,27.53,30.25
293,2017-06-06,30.24,31.33,28.08,29.84
294,2017-06-07,29.84,30.8,27.65,28.86
295,2017-06-08,28.83,30.85,27.99,30.43
296,2017-06-09,30.44,30.9,29.6,29.6
297,2017-06-10,29.61,30.13,29.0,29.51
298,2017-06-11,29.51,35.5,29.39,33.68
299,2017-06-12,33.68,34.4,27.0,28.75
300,2017-06-13,28.74,30.65,28.71,29.75
301,2017-06-14,29.76,32.0,27.5,28.59
302,2017-06-15,28.6,29.4,24.42,28.95
303,2017-06-16,28.95,33.87,27.65,32.58
304,2017-06-17,32.58,49.0,32.58,47.47
305,2017-06-18,47.46,47.69,39.56,42.34
306,2017-06-19,42.36,49.99,42.08,48.39
307,2017-06-20,48.39,48.45,42.5,45.83
308,2017-06-21,45.93,46.19,41.5,42.75
309,2017-06-22,42.74,47.89,41.92,45.88
310,2017-06-23,45.95,46.96,45.52,45.87
311,2017-06-24,45.88,46.2,42.05,43.09
312,2017-06-25,43.09,43.76,38.27,40.38
313,2017-06-26,40.41,41.98,33.38,38.6
314,2017-06-27,38.6,39.77,33.61,39.59
315,2017-06-28,39.6,43.44,37.3,41.74
316,2017-06-29,41.74,42.5,39.6,40.64
317,2017-06-30,40.64,41.2,39.22,39.57
318,2017-07-01,39.56,39.83,37.4,37.86
319,2017-07-02,37.86,41.99,37.15,41.3
320,2017-07-03,41.34,47.7,40.6,45.86
321,2017-07-04,45.84,53.85,45.51,53.19
322,2017-07-05,53.19,57.75,49.01,53.2
323,2017-07-06,53.19,53.75,50.01,51.52
324,2017-07-07,51.52,51.7,44.28,45.25
325,2017-07-08,45.25,51.77,44.18,51.25
326,2017-07-09,51.25,52.61,49.3,49.61
327,2017-07-10,49.62,49.98,44.1,44.86
328,2017-07-11,44.85,46.78,41.38,44.27
329,2017-07-12,44.23,48.48,42.1,47.16
330,2017-07-13,47.15,47.88,44.1,45.25
331,2017-07-14,45.25,45.73,40.0,42.31
332,2017-07-15,42.27,42.99,37.5,39.46
333,2017-07-16,39.46,40.51,34.78,40.51
334,2017-07-17,40.51,43.08,39.72,42.52
335,2017-07-18,42.52,45.0,40.56,43.2
336,2017-07-19,43.21,43.96,39.68,40.44
337,2017-07-20,40.46,45.0,39.68,44.76
338,2017-07-21,44.79,47.93,44.0,45.75
339,2017-07-22,45.76,47.52,44.43,47.36
340,2017-07-23,47.31,47.48,44.1,44.91
341,2017-07-24,44.9,45.49,44.41,45.09
342,2017-07-25,45.11,45.15,40.23,41.42
343,2017-07-26,41.42,43.0,40.4,41.9
344,2017-07-27,41.89,42.3,40.8,42.1
345,2017-07-28,42.09,42.17,40.1,40.14
346,2017-07-29,40.23,41.5,38.28,40.79
347,2017-07-30,40.77,42.16,39.56,40.76
348,2017-07-31,40.75,43.8,38.4,42.36
349,2017-08-01,42.36,43.84,41.18,43.33
350,2017-08-02,43.34,43.34,41.52,41.68
351,2017-08-03,41.67,42.87,41.57,42.42
352,2017-08-04,42.42,43.49,42.34,43.01
353,2017-08-05,43.01,47.09,43.0,45.47
354,2017-08-06,45.47,46.65,44.78,45.3
355,2017-08-07,45.29,46.5,45.01,45.9
356,2017-08-08,45.91,49.87,45.75,49.11
357,2017-08-09,49.11,49.98,46.66,47.56
358,2017-08-10,47.57,48.6,47.01,47.83
359,2017-08-11,47.83,47.84,46.6,47.39
360,2017-08-12,47.39,47.8,46.02,46.1
361,2017-08-13,46.09,47.38,44.05,45.27
362,2017-08-14,45.27,46.34,44.82,45.51
363,2017-08-15,45.51,45.88,41.65,43.51
364,2017-08-16,43.51,44.94,42.01,44.05
365,2017-08-17,44.05,44.7,43.13,44.06
366,2017-08-18,44.02,47.99,43.29,44.74
367,2017-08-19,44.73,47.0,43.76,45.2
368,2017-08-20,45.2,47.15,44.07,46.81
369,2017-08-21,46.81,48.73,44.9,48.73
370,2017-08-22,48.73,48.87,44.65,46.55
371,2017-08-23,46.55,55.0,46.08,51.54
372,2017-08-24,51.53,53.46,50.23,50.91
373,2017-08-25,50.91,52.2,50.1,51.25
374,2017-08-26,51.25,52.0,50.0,51.73
375,2017-08-27,51.72,64.67,51.05,61.52
376,2017-08-28,61.51,64.73,58.76,62.51
377,2017-08-29,62.51,64.45,61.25,63.86
378,2017-08-30,63.87,63.99,62.0,63.86
379,2017-08-31,63.86,74.8,63.74,74.1
380,2017-09-01,74.11,98.28,71.43,85.61
381,2017-09-02,85.62,93.85,73.87,77.29
382,2017-09-03,77.23,84.91,77.05,79.62
383,2017-09-04,79.62,80.15,64.0,72.66
384,2017-09-05,72.67,74.7,66.0,74.0
385,2017-09-06,74.0,82.7,73.7,81.68
386,2017-09-07,81.68,82.75,77.37,80.94
387,2017-09-08,80.94,82.25,68.12,73.34
388,2017-09-09,73.34,74.93,69.1,72.1
389,2017-09-10,72.11,72.66,65.02,68.31
390,2017-09-11,68.31,71.55,65.5,68.36
391,2017-09-12,68.35,71.93,65.02,67.17
392,2017-09-13,67.15,67.16,57.74,62.68
393,2017-09-14,62.69,62.88,46.28,47.44
394,2017-09-15,47.46,62.41,33.56,53.27
395,2017-09-16,53.29,59.0,50.35,52.61
396,2017-09-17,52.61,54.1,47.87,52.1
397,2017-09-18,52.1,58.0,51.32,56.25
398,2017-09-19,56.26,56.86,51.38,53.28
399,2017-09-20,53.26,54.6,51.11,52.7
400,2017-09-21,52.7,52.75,45.18,46.77
401,2017-09-22,46.77,49.72,45.0,47.71
402,2017-09-23,47.72,50.33,46.45,49.07
403,2017-09-24,49.07,49.58,47.06,47.84
404,2017-09-25,47.84,53.52,47.52,52.33
405,2017-09-26,52.34,54.41,51.5,52.51
406,2017-09-27,52.51,57.45,52.32,56.64
407,2017-09-28,56.64,57.36,54.07,54.91
408,2017-09-29,54.91,54.98,50.35,52.93
409,2017-09-30,52.92,55.92,52.39,55.35
410,2017-10-01,55.36,55.36,53.5,54.87
411,2017-10-02,54.87,55.08,52.58,53.01
412,2017-10-03,53.01,53.59,51.35,52.04
413,2017-10-04,52.04,53.0,50.5,51.57
414,2017-10-05,51.58,51.94,50.25,51.93
415,2017-10-06,51.94,52.73,51.4,51.99
416,2017-10-07,52.0,52.49,51.6,52.49
417,2017-10-08,52.49,54.79,52.4,53.25
418,2017-10-09,53.25,53.44,48.15,50.05
419,2017-10-10,50.05,51.48,49.51,50.48
420,2017-10-11,50.48,51.0,50.08,50.74
421,2017-10-12,50.74,59.2,50.66,56.64
422,2017-10-13,56.64,60.96,55.25,58.49
423,2017-10-14,58.49,66.85,58.3,64.79
424,2017-10-15,64.78,69.59,62.06,66.3
425,2017-10-16,66.3,66.83,62.33,64.08
426,2017-10-17,64.09,65.44,58.52,59.13
427,2017-10-18,59.12,61.85,52.9,60.79
428,2017-10-19,60.79,61.42,58.34,59.91
429,2017-10-20,59.92,62.2,58.52,60.34
430,2017-10-21,60.34,60.55,56.2,58.41
431,2017-10-22,58.42,58.89,56.12,56.41
432,2017-10-23,56.42,56.97,52.45,54.49
433,2017-10-24,54.5,59.19,52.5,56.15
434,2017-10-25,56.16,56.22,53.55,55.45
435,2017-10-26,55.45,57.16,54.75,55.74
436,2017-10-27,55.74,56.15,54.75,55.06
437,2017-10-28,55.06,55.88,54.0,54.47
438,2017-10-29,54.47,58.0,54.26,56.92
439,2017-10-30,56.92,58.39,56.0,56.01
440,2017-10-31,56.01,56.81,55.4,55.59
441,2017-11-01,55.59,55.78,53.58,53.65
442,2017-11-02,53.65,54.85,50.25,53.27
443,2017-11-03,53.27,56.36,53.19,56.18
444,2017-11-04,56.18,56.3,54.62,54.87
445,2017-11-05,54.88,55.53,54.25,54.8
446,2017-11-06,54.8,55.85,53.37,54.87
447,2017-11-07,54.89,63.71,54.6,61.06
448,2017-11-08,61.07,64.3,59.6,62.23
449,2017-11-09,62.24,67.24,61.79,64.67
450,2017-11-10,64.68,65.94,56.13,60.25
451,2017-11-11,60.21,63.99,58.86,61.82
452,2017-11-12,61.81,62.6,57.08,57.62
453,2017-11-13,57.62,62.42,57.5,60.93
454,2017-11-14,60.93,63.57,60.51,62.37
455,2017-11-15,62.38,65.43,62.1,63.3
456,2017-11-16,63.3,68.82,62.52,67.25
457,2017-11-17,67.25,72.5,65.52,68.04
458,2017-11-18,68.05,68.97,65.62,68.75
459,2017-11-19,68.76,73.4,68.55,71.82
460,2017-11-20,71.81,73.25,71.13,73.03
461,2017-11-21,73.04,73.04,68.0,69.23
462,2017-11-22,69.23,71.98,69.22,71.97
463,2017-11-23,71.96,77.96,71.07,74.86
464,2017-11-24,74.85,76.69,72.51,76.2
465,2017-11-25,76.2,89.88,76.2,88.73
466,2017-11-26,88.73,89.86,84.11,86.89
467,2017-11-27,86.89,93.89,86.4,90.5
468,2017-11-28,90.51,94.88,89.96,93.87
469,2017-11-29,93.86,103.54,76.01,89.13
470,2017-11-30,89.13,93.5,78.0,87.69
471,2017-12-01,87.7,100.77,82.0,97.91
472,2017-12-02,97.91,104.75,96.91,100.3
473,2017-12-03,100.31,107.49,97.0,101.29
474,2017-12-04,101.29,103.5,95.36,102.93
475,2017-12-05,102.91,104.5,101.05,101.84
476,2017-12-06,101.84,103.9,98.01,98.47
477,2017-12-07,98.47,102.48,95.01,98.0
478,2017-12-08,98.0,144.75,95.8,128.67
479,2017-12-09,128.68,199.0,127.25,158.6
480,2017-12-10,158.6,160.95,135.45,147.47
481,2017-12-11,147.94,235.0,147.56,227.9
482,2017-12-12,227.9,420.0,210.15,353.2
483,2017-12-13,353.2,372.55,275.0,314.2
484,2017-12-14,314.2,324.62,256.1,276.52
485,2017-12-15,276.52,322.97,252.22,304.99
486,2017-12-16,304.99,314.97,280.0,299.11
487,2017-12-17,299.44,334.87,298.5,328.49
488,2017-12-18,328.49,366.9,305.77,363.06
489,2017-12-19,363.05,380.0,324.67,345.26
490,2017-12-20,345.26,353.0,275.0,305.45
491,2017-12-21,305.49,327.99,291.0,308.09
492,2017-12-22,308.09,311.99,144.0,292.42
493,2017-12-23,292.42,321.85,251.2,296.25
494,2017-12-24,296.25,301.99,254.0,274.51
495,2017-12-25,274.27,287.4,271.12,273.5
496,2017-12-26,273.5,286.99,273.02,279.45
497,2017-12-27,279.45,286.46,252.81,262.58
498,2017-12-28,262.52,266.0,223.59,243.41
499,2017-12-29,243.41,259.5,236.5,248.86
500,2017-12-30,248.87,248.94,206.0,222.5
501,2017-12-31,222.51,237.88,210.0,231.48
502,2018-01-01,231.48,232.29,217.66,227.12
503,2018-01-02,227.13,262.0,225.2,252.2
504,2018-01-03,252.2,258.54,240.56,243.12
505,2018-01-04,243.13,246.0,226.79,235.94
506,2018-01-05,235.85,251.97,235.6,246.01
507,2018-01-06,246.01,304.0,245.0,281.26
508,2018-01-07,281.25,286.95,265.24,275.95
509,2018-01-08,275.89,276.97,231.42,252.35
510,2018-01-09,252.37,258.75,238.75,245.51
511,2018-01-10,245.5,249.67,232.51,243.17
512,2018-01-11,243.17,253.42,219.07,225.84
513,2018-01-12,225.71,241.99,220.0,233.9
514,2018-01-13,233.9,261.88,233.88,261.88
515,2018-01-14,261.88,268.0,233.82,241.24
516,2018-01-15,241.22,244.2,235.0,235.94
517,2018-01-16,235.95,235.95,146.6,182.95
518,2018-01-17,183.23,216.0,135.0,189.99
519,2018-01-18,190.0,211.0,176.31,192.59
520,2018-01-19,192.58,203.0,187.1,189.47
521,2018-01-20,189.47,214.88,189.47,212.03
522,2018-01-21,212.03,212.04,183.12,187.44
523,2018-01-22,187.44,194.7,165.5,177.36
524,2018-01-23,177.37,186.03,165.01,180.71
525,2018-01-24,180.72,184.69,172.23,179.0
526,2018-01-25,179.0,184.8,175.0,179.58
527,2018-01-26,179.59,181.71,166.15,173.01
528,2018-01-27,173.01,182.0,173.0,179.99
529,2018-01-28,180.0,192.47,178.25,190.62
530,2018-01-29,190.62,191.75,175.56,178.51
531,2018-01-30,178.51,179.9,158.2,166.34
532,2018-01-31,166.34,166.5,155.0,160.59
533,2018-02-01,160.58,164.9,125.0,139.0
534,2018-02-02,139.0,142.43,100.2,130.54
535,2018-02-03,130.55,166.6,120.12,155.97
536,2018-02-04,155.96,175.0,137.0,152.82
537,2018-02-05,152.82,153.87,112.0,123.33
538,2018-02-06,123.47,147.98,103.65,142.01
539,2018-02-07,142.08,160.0,130.6,142.5
540,2018-02-08,142.5,151.0,136.65,148.17
541,2018-02-09,148.17,162.5,142.09,158.54
542,2018-02-10,158.54,169.49,148.02,156.06
543,2018-02-11,156.06,156.07,142.26,153.8
544,2018-02-12,153.8,163.28,147.62,161.6
545,2018-02-13,161.6,163.0,153.4,158.7
546,2018-02-14,158.7,219.0,157.99,214.39
547,2018-02-15,214.39,237.72,206.25,216.41
548,2018-02-16,216.4,234.75,210.55,230.15
549,2018-02-17,230.15,233.0,225.03,230.72
550,2018-02-18,230.72,232.75,212.45,216.47
551,2018-02-19,216.55,225.96,213.0,221.88
552,2018-02-20,221.88,251.9,220.55,233.6
553,2018-02-21,233.6,235.19,204.71,211.33
554,2018-02-22,211.3,221.49,188.56,194.67
555,2018-02-23,194.67,215.8,182.55,208.92
556,2018-02-24,208.91,218.65,194.85,202.34
557,2018-02-25,202.33,223.53,200.35,219.65
558,2018-02-26,219.65,231.5,214.43,221.0
